"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1983/1984","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","947","","","","0"
"1983/1984","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","948","","","","0"
"1983/1984","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12397","","","","0"
"1983/1984","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6392","","","","0"
"1983/1984","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6005","","","","0"
"1983/1984","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10424","","","","0"
"1983/1984","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5246","","","","0"
"1983/1984","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","5178","","","","0"
"1983/1984","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","88172","","","","0"
"1983/1984","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45600","","","","0"
"1983/1984","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","42572","","","","0"
"1983/1984","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","127980","","","","0"
"1983/1984","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","65388","","","","0"
"1983/1984","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","62592","","","","0"
"1983/1984","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16558","","","","0"
"1983/1984","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8482","","","","0"
"1983/1984","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8076","","","","0"
"1983/1984","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","17912","","","","0"
"1983/1984","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","9104","","","","0"
"1983/1984","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8808","","","","0"
"1983/1984","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","44845","","","","0"
"1983/1984","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","23003","","","","0"
"1983/1984","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","21842","","","","0"
"1983/1984","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43657","","","","0"
"1983/1984","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22420","","","","0"
"1983/1984","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21237","","","","0"
"1983/1984","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","526","","","","0"
"1983/1984","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","294","","","","0"
"1983/1984","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","232","","","","0"
"1983/1984","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1443","","","t","0"
"1983/1984","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","710","","","t","0"
"1983/1984","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","733","","","t","0"
"1984/1985","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","376265","","","","0"
"1984/1985","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","193742","","","","0"
"1984/1985","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","182523","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","8323","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","4295","","","","0"
"1984/1985","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","4028","","","","0"
"1984/1985","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1977","","","","0"
"1984/1985","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1039","","","","0"
"1984/1985","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","938","","","","0"
"1984/1985","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12579","","","","0"
"1984/1985","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6499","","","","0"
"1984/1985","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6080","","","","0"
"1984/1985","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10162","","","","0"
"1984/1985","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5210","","","","0"
"1984/1985","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4952","","","","0"
"1984/1985","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","86919","","","","0"
"1984/1985","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","44819","","","","0"
"1984/1985","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","42100","","","","0"
"1984/1985","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","131884","","","","0"
"1984/1985","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","67838","","","","0"
"1984/1985","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","64046","","","","0"
"1984/1985","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16901","","","","0"
"1984/1985","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8636","","","","0"
"1984/1985","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8265","","","","0"
"1984/1985","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","18137","","","","0"
"1984/1985","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","9377","","","","0"
"1984/1985","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8760","","","","0"
"1984/1985","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","43868","","","","0"
"1984/1985","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","22491","","","","0"
"1984/1985","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","21377","","","","0"
"1984/1985","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43549","","","","0"
"1984/1985","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22510","","","","0"
"1984/1985","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21039","","","","0"
"1984/1985","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","501","","","","0"
"1984/1985","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","261","","","","0"
"1984/1985","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","240","","","","0"
"1984/1985","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1465","","","t","0"
"1984/1985","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","767","","","t","0"
"1984/1985","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","698","","","t","0"
"1985/1986","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","375381","","","","0"
"1985/1986","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","192846","","","","0"
"1985/1986","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","182535","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","8346","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","4283","","","","0"
"1985/1986","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","4063","","","","0"
"1985/1986","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","2055","","","","0"
"1985/1986","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1065","","","","0"
"1985/1986","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","990","","","","0"
"1985/1986","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12316","","","","0"
"1985/1986","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6312","","","","0"
"1985/1986","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6004","","","","0"
"1985/1986","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","10104","","","","0"
"1985/1986","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5197","","","","0"
"1985/1986","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4907","","","","0"
"1985/1986","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","85584","","","","0"
"1985/1986","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","43977","","","","0"
"1985/1986","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","41607","","","","0"
"1985/1986","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","133481","","","","0"
"1985/1986","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","68367","","","","0"
"1985/1986","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","65114","","","","0"
"1985/1986","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17091","","","","0"
"1985/1986","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8791","","","","0"
"1985/1986","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8300","","","","0"
"1985/1986","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","17911","","","","0"
"1985/1986","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","9302","","","","0"
"1985/1986","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8609","","","","0"
"1985/1986","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","44171","","","","0"
"1985/1986","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","22680","","","","0"
"1985/1986","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","21491","","","","0"
"1985/1986","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","42401","","","","0"
"1985/1986","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","21882","","","","0"
"1985/1986","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","20519","","","","0"
"1985/1986","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","462","","","","0"
"1985/1986","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","218","","","","0"
"1985/1986","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","244","","","","0"
"1985/1986","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1459","","","t","0"
"1985/1986","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","772","","","t","0"
"1985/1986","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","687","","","t","0"
"1986/1987","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","373022","","","","0"
"1986/1987","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","190848","","","","0"
"1986/1987","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","182174","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","7899","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","4037","","","","0"
"1986/1987","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3862","","","","0"
"1986/1987","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1916","","","","0"
"1986/1987","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","946","","","","0"
"1986/1987","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","970","","","","0"
"1986/1987","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12321","","","","0"
"1986/1987","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6295","","","","0"
"1986/1987","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6026","","","","0"
"1986/1987","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9623","","","","0"
"1986/1987","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5024","","","","0"
"1986/1987","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4599","","","","0"
"1986/1987","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","84540","","","","0"
"1986/1987","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","43193","","","","0"
"1986/1987","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","41347","","","","0"
"1986/1987","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","134909","","","","0"
"1986/1987","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","69109","","","","0"
"1986/1987","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","65800","","","","0"
"1986/1987","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17178","","","","0"
"1986/1987","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8841","","","","0"
"1986/1987","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8337","","","","0"
"1986/1987","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","17461","","","","0"
"1986/1987","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8850","","","","0"
"1986/1987","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8611","","","","0"
"1986/1987","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","42966","","","","0"
"1986/1987","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21983","","","","0"
"1986/1987","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20983","","","","0"
"1986/1987","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","42196","","","","0"
"1986/1987","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","21591","","","","0"
"1986/1987","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","20605","","","","0"
"1986/1987","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","503","","","","0"
"1986/1987","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","247","","","","0"
"1986/1987","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","256","","","","0"
"1986/1987","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1510","","","t","0"
"1986/1987","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","732","","","t","0"
"1986/1987","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","778","","","t","0"
"1987/1988","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","370033","","","","0"
"1987/1988","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","189399","","","","0"
"1987/1988","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","180634","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","7656","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","3839","","","","0"
"1987/1988","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3817","","","","0"
"1987/1988","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1883","","","","0"
"1987/1988","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","945","","","","0"
"1987/1988","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","938","","","","0"
"1987/1988","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12068","","","","0"
"1987/1988","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6077","","","","0"
"1987/1988","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","5991","","","","0"
"1987/1988","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9493","","","","0"
"1987/1988","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4868","","","","0"
"1987/1988","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4625","","","","0"
"1987/1988","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","84468","","","","0"
"1987/1988","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","43448","","","","0"
"1987/1988","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","41020","","","","0"
"1987/1988","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","135656","","","","0"
"1987/1988","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","69590","","","","0"
"1987/1988","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","66066","","","","0"
"1987/1988","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16860","","","","0"
"1987/1988","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8572","","","","0"
"1987/1988","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8288","","","","0"
"1987/1988","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","16604","","","","0"
"1987/1988","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8525","","","","0"
"1987/1988","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8079","","","","0"
"1987/1988","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","41437","","","","0"
"1987/1988","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","21206","","","","0"
"1987/1988","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","20231","","","","0"
"1987/1988","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","41876","","","","0"
"1987/1988","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","21302","","","","0"
"1987/1988","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","20574","","","","0"
"1987/1988","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","481","","","","0"
"1987/1988","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","256","","","","0"
"1987/1988","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","225","","","","0"
"1987/1988","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1551","","","t","0"
"1987/1988","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","771","","","t","0"
"1987/1988","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","780","","","t","0"
"1988/1989","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","384035","","","","0"
"1988/1989","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","196898","","","","0"
"1988/1989","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","187137","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","7396","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","3831","","","","0"
"1988/1989","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3565","","","","0"
"1988/1989","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1984","","","","0"
"1988/1989","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1004","","","","0"
"1988/1989","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","980","","","","0"
"1988/1989","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12263","","","","0"
"1988/1989","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6231","","","","0"
"1988/1989","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6032","","","","0"
"1988/1989","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9600","","","","0"
"1988/1989","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","4939","","","","0"
"1988/1989","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4661","","","","0"
"1988/1989","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","89408","","","","0"
"1988/1989","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45725","","","","0"
"1988/1989","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43683","","","","0"
"1988/1989","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","140808","","","","0"
"1988/1989","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72358","","","","0"
"1988/1989","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68450","","","","0"
"1988/1989","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17149","","","","0"
"1988/1989","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8767","","","","0"
"1988/1989","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8382","","","","0"
"1988/1989","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","16772","","","","0"
"1988/1989","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8585","","","","0"
"1988/1989","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","8187","","","","0"
"1988/1989","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","43106","","","","0"
"1988/1989","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","22045","","","","0"
"1988/1989","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","21061","","","","0"
"1988/1989","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43563","","","","0"
"1988/1989","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22411","","","","0"
"1988/1989","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21152","","","","0"
"1988/1989","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","490","","","","0"
"1988/1989","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","259","","","","0"
"1988/1989","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","231","","","","0"
"1988/1989","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1496","","","t","0"
"1988/1989","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","743","","","t","0"
"1988/1989","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","753","","","t","0"
"1989/1990","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","403280","","","","0"
"1989/1990","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","206835","","","","0"
"1989/1990","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","196445","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","7996","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","4103","","","","0"
"1989/1990","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","3893","","","","0"
"1989/1990","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","2028","","","","0"
"1989/1990","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","1023","","","","0"
"1989/1990","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","1005","","","","0"
"1989/1990","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","12856","","","","0"
"1989/1990","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","6537","","","","0"
"1989/1990","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","6319","","","","0"
"1989/1990","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","9908","","","","0"
"1989/1990","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","5042","","","","0"
"1989/1990","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","4866","","","","0"
"1989/1990","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","95673","","","","0"
"1989/1990","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","49067","","","","0"
"1989/1990","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","46606","","","","0"
"1989/1990","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","150087","","","","0"
"1989/1990","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","76949","","","","0"
"1989/1990","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","73138","","","","0"
"1989/1990","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","17376","","","","0"
"1989/1990","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8956","","","","0"
"1989/1990","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8420","","","","0"
"1989/1990","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","16499","","","","0"
"1989/1990","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","8513","","","","0"
"1989/1990","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7986","","","","0"
"1989/1990","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","43564","","","","0"
"1989/1990","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","22318","","","","0"
"1989/1990","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","21246","","","","0"
"1989/1990","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","45212","","","","0"
"1989/1990","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23213","","","","0"
"1989/1990","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21999","","","","0"
"1989/1990","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","509","","","","0"
"1989/1990","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","270","","","","0"
"1989/1990","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","239","","","","0"
"1989/1990","Northwest Territories including Nunavut","","Total - gender","Persons","249","units","0","v470775","13.1","1572","","","t","0"
"1989/1990","Northwest Territories including Nunavut","","Men+","Persons","249","units","0","v470776","13.2","844","","","t","0"
"1989/1990","Northwest Territories including Nunavut","","Women+","Persons","249","units","0","v470777","13.3","728","","","t","0"
"1990/1991","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","402929","","","","0"
"1990/1991","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","207004","","","","0"
"1990/1991","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","195925","","","","0"
"1990/1991","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","7354","","","","0"
