"REF_DATE","GEO","DGUID","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","9131","","","","0"
"2009/2010","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4728","","","","0"
"2009/2010","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4403","","","","0"
"2009/2010","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7394","","","","0"
"2009/2010","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3700","","","","0"
"2009/2010","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3694","","","","0"
"2009/2010","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","88520","","","","0"
"2009/2010","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45248","","","","0"
"2009/2010","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43272","","","","0"
"2009/2010","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","142368","","","","0"
"2009/2010","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","73138","","","","0"
"2009/2010","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","69230","","","","0"
"2009/2010","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","15968","","","","0"
"2009/2010","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8112","","","","0"
"2009/2010","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7856","","","","0"
"2009/2010","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","14259","","","","0"
"2009/2010","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7208","","","","0"
"2009/2010","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7051","","","","0"
"2009/2010","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","51537","","","","0"
"2009/2010","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","26640","","","","0"
"2009/2010","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","24897","","","","0"
"2009/2010","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44637","","","","0"
"2009/2010","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","23007","","","","0"
"2009/2010","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21630","","","","0"
"2009/2010","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","370","","","","0"
"2009/2010","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","190","","","","0"
"2009/2010","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","180","","","","0"
"2009/2010","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","741","","","","0"
"2009/2010","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","398","","","","0"
"2009/2010","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","343","","","","0"
"2009/2010","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","881","","","","0"
"2009/2010","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","427","","","","0"
"2009/2010","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","454","","","","0"
"2010/2011","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","378665","","","","0"
"2010/2011","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","194044","","","","0"
"2010/2011","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","184621","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4777","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2432","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2345","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1432","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","737","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","695","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8837","","","","0"
"2010/2011","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4488","","","","0"
"2010/2011","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4349","","","","0"
"2010/2011","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7140","","","","0"
"2010/2011","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3619","","","","0"
"2010/2011","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3521","","","","0"
"2010/2011","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","88662","","","","0"
"2010/2011","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45387","","","","0"
"2010/2011","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43275","","","","0"
"2010/2011","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","141073","","","","0"
"2010/2011","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72353","","","","0"
"2010/2011","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68720","","","","0"
"2010/2011","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","15622","","","","0"
"2010/2011","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8064","","","","0"
"2010/2011","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7558","","","","0"
"2010/2011","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","14440","","","","0"
"2010/2011","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7463","","","","0"
"2010/2011","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","6977","","","","0"
"2010/2011","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","50861","","","","0"
"2010/2011","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","26085","","","","0"
"2010/2011","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","24776","","","","0"
"2010/2011","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43896","","","","0"
"2010/2011","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22443","","","","0"
"2010/2011","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21453","","","","0"
"2010/2011","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","404","","","","0"
"2010/2011","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","194","","","","0"
"2010/2011","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","210","","","","0"
"2010/2011","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","677","","","","0"
"2010/2011","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","341","","","","0"
"2010/2011","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","336","","","","0"
"2010/2011","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","844","","","","0"
"2010/2011","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","438","","","","0"
"2010/2011","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","406","","","","0"
"2011/2012","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","380335","","","","0"
"2011/2012","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","195105","","","","0"
"2011/2012","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","185230","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4373","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2241","","","","0"
"2011/2012","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2132","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1407","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","722","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","685","","","","0"
"2011/2012","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8936","","","","0"
"2011/2012","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4624","","","","0"
"2011/2012","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4312","","","","0"
"2011/2012","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7250","","","","0"
"2011/2012","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3666","","","","0"
"2011/2012","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3584","","","","0"
"2011/2012","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","88482","","","","0"
"2011/2012","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45296","","","","0"
"2011/2012","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43186","","","","0"
"2011/2012","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","142319","","","","0"
"2011/2012","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72977","","","","0"
"2011/2012","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","69342","","","","0"
"2011/2012","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","15992","","","","0"
"2011/2012","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8204","","","","0"
"2011/2012","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7788","","","","0"
"2011/2012","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","14465","","","","0"
"2011/2012","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7361","","","","0"
"2011/2012","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7104","","","","0"
"2011/2012","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","51341","","","","0"
"2011/2012","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","26468","","","","0"
"2011/2012","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","24873","","","","0"
"2011/2012","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43797","","","","0"
"2011/2012","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22526","","","","0"
"2011/2012","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21271","","","","0"
"2011/2012","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","437","","","","0"
"2011/2012","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","241","","","","0"
"2011/2012","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","196","","","","0"
"2011/2012","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","706","","","","0"
"2011/2012","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","359","","","","0"
"2011/2012","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","347","","","","0"
"2011/2012","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","830","","","","0"
"2011/2012","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","420","","","","0"
"2011/2012","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","410","","","","0"
"2012/2013","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","382609","","","","0"
"2012/2013","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","196757","","","","0"
"2012/2013","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","185852","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4457","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2270","","","","0"
"2012/2013","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2187","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1340","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","680","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","660","","","","0"
"2012/2013","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8526","","","","0"
"2012/2013","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4343","","","","0"
"2012/2013","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4183","","","","0"
"2012/2013","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6927","","","","0"
"2012/2013","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3579","","","","0"
"2012/2013","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3348","","","","0"
"2012/2013","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","89227","","","","0"
"2012/2013","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","46183","","","","0"
"2012/2013","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43044","","","","0"
"2012/2013","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","141509","","","","0"
"2012/2013","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72548","","","","0"
"2012/2013","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68961","","","","0"
"2012/2013","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16493","","","","0"
"2012/2013","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8493","","","","0"
"2012/2013","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8000","","","","0"
"2012/2013","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","14890","","","","0"
"2012/2013","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7643","","","","0"
"2012/2013","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7247","","","","0"
"2012/2013","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","53088","","","","0"
"2012/2013","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","27329","","","","0"
"2012/2013","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","25759","","","","0"
"2012/2013","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44200","","","","0"
"2012/2013","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22654","","","","0"
"2012/2013","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21546","","","","0"
"2012/2013","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","404","","","","0"
"2012/2013","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","218","","","","0"
"2012/2013","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","186","","","","0"
"2012/2013","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","665","","","","0"
"2012/2013","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","338","","","","0"
"2012/2013","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","327","","","","0"
"2012/2013","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","883","","","","0"
"2012/2013","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","479","","","","0"
"2012/2013","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","404","","","","0"
"2013/2014","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","382877","","","","0"
"2013/2014","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","196174","","","","0"
"2013/2014","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","186703","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4601","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2376","","","","0"
"2013/2014","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2225","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1398","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","710","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","688","","","","0"
"2013/2014","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8384","","","","0"
"2013/2014","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4274","","","","0"
"2013/2014","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4110","","","","0"
"2013/2014","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","7045","","","","0"
"2013/2014","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3639","","","","0"
"2013/2014","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3406","","","","0"
"2013/2014","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","88590","","","","0"
"2013/2014","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","45198","","","","0"
"2013/2014","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","43392","","","","0"
"2013/2014","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","140712","","","","0"
"2013/2014","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72087","","","","0"
"2013/2014","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68625","","","","0"
"2013/2014","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16337","","","","0"
"2013/2014","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8441","","","","0"
"2013/2014","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","7896","","","","0"
"2013/2014","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15159","","","","0"
"2013/2014","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7739","","","","0"
"2013/2014","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7420","","","","0"
"2013/2014","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","54792","","","","0"
"2013/2014","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","28131","","","","0"
"2013/2014","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","26661","","","","0"
"2013/2014","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","43864","","","","0"
"2013/2014","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22557","","","","0"
"2013/2014","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21307","","","","0"
"2013/2014","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","421","","","","0"
"2013/2014","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","229","","","","0"
"2013/2014","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","192","","","","0"
"2013/2014","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","656","","","","0"
"2013/2014","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","343","","","","0"
"2013/2014","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","313","","","","0"
"2013/2014","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","918","","","","0"
"2013/2014","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","450","","","","0"
"2013/2014","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","468","","","","0"
"2014/2015","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","383839","","","","0"
"2014/2015","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","196819","","","","0"
"2014/2015","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","187020","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4473","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2271","","","","0"
"2014/2015","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2202","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1375","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","753","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","622","","","","0"
"2014/2015","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8525","","","","0"
"2014/2015","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4385","","","","0"
"2014/2015","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4140","","","","0"
"2014/2015","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6693","","","","0"
"2014/2015","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3414","","","","0"
"2014/2015","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3279","","","","0"
"2014/2015","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","87376","","","","0"
"2014/2015","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","44637","","","","0"
"2014/2015","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","42739","","","","0"
"2014/2015","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","140465","","","","0"
"2014/2015","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72024","","","","0"
"2014/2015","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68441","","","","0"
"2014/2015","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16704","","","","0"
"2014/2015","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8655","","","","0"
"2014/2015","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8049","","","","0"
"2014/2015","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15421","","","","0"
"2014/2015","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7843","","","","0"
"2014/2015","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7578","","","","0"
"2014/2015","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","56333","","","","0"
"2014/2015","Alberta","2016A000248","Men+","Persons","249","units","0","v470767","10.2","28901","","","","0"
"2014/2015","Alberta","2016A000248","Women+","Persons","249","units","0","v470768","10.3","27432","","","","0"
"2014/2015","British Columbia","2016A000259","Total - gender","Persons","249","units","0","v470769","11.1","44481","","","","0"
"2014/2015","British Columbia","2016A000259","Men+","Persons","249","units","0","v470770","11.2","22893","","","","0"
"2014/2015","British Columbia","2016A000259","Women+","Persons","249","units","0","v470771","11.3","21588","","","","0"
"2014/2015","Yukon","2016A000260","Total - gender","Persons","249","units","0","v470772","12.1","415","","","","0"
"2014/2015","Yukon","2016A000260","Men+","Persons","249","units","0","v470773","12.2","218","","","","0"
"2014/2015","Yukon","2016A000260","Women+","Persons","249","units","0","v470774","12.3","197","","","","0"
"2014/2015","Northwest Territories","2016A000261","Total - gender","Persons","249","units","0","v470778","14.1","667","","","","0"
"2014/2015","Northwest Territories","2016A000261","Men+","Persons","249","units","0","v470779","14.2","351","","","","0"
"2014/2015","Northwest Territories","2016A000261","Women+","Persons","249","units","0","v470780","14.3","316","","","","0"
"2014/2015","Nunavut","2016A000262","Total - gender","Persons","249","units","0","v470781","15.1","911","","","","0"
"2014/2015","Nunavut","2016A000262","Men+","Persons","249","units","0","v470782","15.2","474","","","","0"
"2014/2015","Nunavut","2016A000262","Women+","Persons","249","units","0","v470783","15.3","437","","","","0"
"2015/2016","Canada","2016A000011124","Total - gender","Persons","249","units","0","v470763","1.1","384300","","","","0"
"2015/2016","Canada","2016A000011124","Men+","Persons","249","units","0","v470764","1.2","196710","","","","0"
"2015/2016","Canada","2016A000011124","Women+","Persons","249","units","0","v470765","1.3","187590","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Total - gender","Persons","249","units","0","v470784","2.1","4435","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Men+","Persons","249","units","0","v470785","2.2","2312","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Women+","Persons","249","units","0","v470786","2.3","2123","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Total - gender","Persons","249","units","0","v470787","3.1","1397","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Men+","Persons","249","units","0","v470788","3.2","725","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Women+","Persons","249","units","0","v470789","3.3","672","","","","0"
"2015/2016","Nova Scotia","2016A000212","Total - gender","Persons","249","units","0","v470790","4.1","8361","","","","0"
"2015/2016","Nova Scotia","2016A000212","Men+","Persons","249","units","0","v470791","4.2","4252","","","","0"
"2015/2016","Nova Scotia","2016A000212","Women+","Persons","249","units","0","v470792","4.3","4109","","","","0"
"2015/2016","New Brunswick","2016A000213","Total - gender","Persons","249","units","0","v470793","5.1","6647","","","","0"
"2015/2016","New Brunswick","2016A000213","Men+","Persons","249","units","0","v470794","5.2","3397","","","","0"
"2015/2016","New Brunswick","2016A000213","Women+","Persons","249","units","0","v470795","5.3","3250","","","","0"
"2015/2016","Quebec","2016A000224","Total - gender","Persons","249","units","0","v470796","6.1","86947","","","","0"
"2015/2016","Quebec","2016A000224","Men+","Persons","249","units","0","v470797","6.2","44657","","","","0"
"2015/2016","Quebec","2016A000224","Women+","Persons","249","units","0","v470798","6.3","42290","","","","0"
"2015/2016","Ontario","2016A000235","Total - gender","Persons","249","units","0","v470799","7.1","140582","","","","0"
"2015/2016","Ontario","2016A000235","Men+","Persons","249","units","0","v470800","7.2","72141","","","","0"
"2015/2016","Ontario","2016A000235","Women+","Persons","249","units","0","v470801","7.3","68441","","","","0"
"2015/2016","Manitoba","2016A000246","Total - gender","Persons","249","units","0","v470802","8.1","16747","","","","0"
"2015/2016","Manitoba","2016A000246","Men+","Persons","249","units","0","v470803","8.2","8555","","","","0"
"2015/2016","Manitoba","2016A000246","Women+","Persons","249","units","0","v470804","8.3","8192","","","","0"
"2015/2016","Saskatchewan","2016A000247","Total - gender","Persons","249","units","0","v470805","9.1","15520","","","","0"
"2015/2016","Saskatchewan","2016A000247","Men+","Persons","249","units","0","v470806","9.2","7833","","","","0"
"2015/2016","Saskatchewan","2016A000247","Women+","Persons","249","units","0","v470807","9.3","7687","","","","0"
"2015/2016","Alberta","2016A000248","Total - gender","Persons","249","units","0","v470766","10.1","56935","","","","0"
